pN2sQ5mJ3k8T,アライグマと消えた宝物,町の博物館で重要な宝物が消える事件が発生し、アライグマの名探偵ロビンが捜査に乗り出します。直感と優れた嗅覚を武器に、彼は事件の真相に迫りますが、捜査が進むにつれて予想もしない陰謀が浮かび上がってきます。果たしてロビンは無事に宝物を取り戻し、事件を解決することができるのか？スリリングな探偵ミステリーです。,"10,11",中谷 幸人,探究社,2020-02-18,1600,260,"9784890837312",http://localhost:18080/images/my-books/pN2sQ5mJ3k8T.jpg
dW6kB2xG5j4H,アライグマの夢の中の冒険,毎晩、夢の中で不思議な冒険を繰り広げるアライグマのマック。しかし、ある晩、彼の夢に現れた怪しい影が現実にまで影響を及ぼし始めます。マックは夢と現実の境界を越え、隠された真実を解き明かさなければならなくなります。果たして彼は、この奇妙な夢の秘密を解き明かし、日常を取り戻すことができるのか。夢と現実が交錯する、スリリングなファンタジー。,"13,22",田中 亮二,夜風出版,2013-11-27,1400,220,"9784670937465",http://localhost:18080/images/my-books/dW6kB2xG5j4H.jpg
cY4qJ7vM1r9T,アライグマと星空の恋,夜空に輝く星を見上げて孤独を感じていたアライグマのロキ。ある晩、流れ星に「素敵な友達がほしい」と願ったところ、美しいフクロウのルナが現れます。二人は夜空の下で語り合い、次第に友情から恋へと発展していきます。しかし、運命の試練が二人を待ち受け、恋愛の行方は星の導きに委ねられることに。星空のロマンを描いた感動の恋愛物語です。,"12,25",高瀬 梨沙,星詠み書房,2018-12-06,1300,180,"9784937451289",http://localhost:18080/images/my-books/cY4qJ7vM1r9T.jpg
xH5vB3gD1k9R,アライグマの知恵袋,アライグマの生態や習性を詳細に解説する一冊です。多様な環境で生きるアライグマの生活様式、食性、繁殖方法、さらには人間との関わり方までを網羅しています。科学的な視点とともに、アライグマが自然環境や人間社会に与える影響についても触れています。自然の奥深さとアライグマの魅力を再発見できる一冊です。,"19,23",堀内 和彦,地球探究社,2010-03-15,2200,450,"9784918273650",http://localhost:18080/images/my-books/xH5vB3gD1k9R.jpg
uY1mD5qJ8t3K,アライグマの宇宙冒険,未来の地球で、アライグマのクッキーが宇宙探査機に乗り込み、未知の星系へと旅立つ物語。様々な惑星を訪れ、異星人たちと交流しながら、クッキーは自分の存在意義を見つける旅をします。宇宙の神秘と友情を描いたSF冒険譚で、子どもから大人まで楽しめる内容です。,"14,13",青木 健,星々の冒険社,2023-01-14,2500,500,"9784758421593",http://localhost:18080/images/my-books/uY1mD5qJ8t3K.jpg
K9d3x1b4t7X0,アリクイのたんけん,小さなアリクイのアリィは、友達のタカと一緒に森の中を探検することに決めた。美しい花々、カラフルな蝶、そして不思議な生き物たちと出会う中で、アリィは友情の大切さや自然の美しさを学ぶ。彼らの冒険は、素敵な出会いや驚きに満ちている。,"17,13","青山 明,松田 美香",星光社,2023-06-17,1500,120,"9781234567891",http://localhost:18080/images/my-books/K9d3x1b4t7X0.jpg
V2k8aQ1nF5d3,アリクイの密室,森の中で起こった不可解な事件。アリクイの探偵、アリウスが仲間たちと共に、密室で発生した失踪事件の謎を解明する。隠された手がかりを集め、犯人を追いつめていく中で、アリウスは自分自身の過去とも向き合うことになる。果たして真実にたどり着けるのか。,"10,11",黒木 涼,月影出版,2022-09-12,1800,240,"9781234567892",http://localhost:18080/images/my-books/V2k8aQ1nF5d3.jpg
z7H5nJ8bR2v0,アリクイの歴史物語,アリクイの進化とその生態系における役割について、科学的な視点から詳しく解説する一冊。古代から現代までのアリクイの足跡を追いながら、彼らがどのようにして生き延び、また人間社会との関わりを持ってきたのかを掘り下げていく。さまざまな文化におけるアリクイの象徴的な意味も探る。,"16,19",高梨 誠,知識の森出版,2015-11-23,2300,320,"9781234567893",http://localhost:18080/images/my-books/z7H5nJ8bR2v0.jpg
x3L1fV7nA8k4,アリクイの魔法の杖,アリクイのリュウは、偶然手に入れた魔法の杖を使って、異世界へと旅立つ。彼はその世界で、様々な生き物たちと出会いながら冒険を繰り広げる。しかし、杖の力がもたらす影響と彼自身の成長が試される中、リュウは真の魔法使いになるための試練に挑む。,"13,22",井上 結衣,ファンタジア出版,2021-08-01,1600,280,"9781234567894",http://localhost:18080/images/my-books/x3L1fV7nA8k4.jpg
f4N1rQ3mD5w7,アリクイと不思議な宝石,ある日、アリクイのカナが森の中で見つけた宝石は、古代の力を秘めていた。その宝石を巡る冒険が始まり、カナは仲間たちと共に、悪者から宝石を守るために立ち上がる。友情や勇気が試される中、カナは自らの運命を切り開くことができるのか。,"13,22",藤崎 悠,星輝社,2018-03-14,1400,220,"9781234567895",http://localhost:18080/images/my-books/f4N1rQ3mD5w7.jpg
H6n9Y4mA2j5Z,アリクイの暗号,一連の神秘的な事件が、アリクイたちの住む村で発生する。アリクイのエイミーは、村の長老から託された暗号を解読し、事件の背後に潜む真実を追い求める。仲間と共に手がかりを探し、少しずつ明らかになる事件の真相は、彼女たちの運命を大きく変える。,"10,11",川島 舞,月光社,2017-10-07,2000,280,"9781234567896",http://localhost:18080/images/my-books/H6n9Y4mA2j5Z.jpg
A8p7L1fX4k9R,アリクイの隠された秘密,地元の博物館で起こった謎の盗難事件。アリクイの探偵、テオは、博物館に隠された秘密を探るべく捜査を始める。彼は手がかりを追いながら、歴史的な遺物の背景やその価値についての真実を発見する。事件の背後に隠された意外な動機に迫る中で、彼自身も成長していく。,"10,11",浅井 玲奈,知恵の木出版,2020-01-26,2200,300,"9781234567897",http://localhost:18080/images/my-books/A8p7L1fX4k9R.jpg
y4D7qG9wZ1r0,アリクイの未来探査,未来の地球、アリクイのリーダーであるノアは、宇宙探査隊を率いて未知の惑星に向かう。彼らは新しい生命体との接触を目指し、宇宙の秘密を解き明かす冒険に挑む。途中で遭遇する危険や新たな友情が、ノアの運命を大きく変えることになる。,"14,13",西野 祐也,宇宙叢書,2024-05-10,2500,340,"9781234567898",http://localhost:18080/images/my-books/y4D7qG9wZ1r0.jpg
b3K8jF1nC6y2,アリクイと愛の道,アリクイのソラは、隣の森に住む同じ種族のアリクイ、ユウと出会う。互いに惹かれ合う二人だが、森を巡る争いが彼らの関係を危うくする。友情と愛情の狭間で揺れるソラは、自分の気持ちを伝えるために行動を起こす。果たして二人は無事に愛を育むことができるのか。,"12,25",宮本 梨花,心の灯出版,2019-12-15,1700,200,"9781234567899",http://localhost:18080/images/my-books/b3K8jF1nC6y2.jpg
m5K8bX2rQ9h1,アリクイのすべて,アリクイの生態、種類、分布、習性などを詳しく解説した図鑑。実際の写真やイラストを豊富に使い、子どもから大人まで楽しめる内容になっている。また、アリクイが人間社会に与える影響や保護活動についても触れ、読者に新たな知識を提供する。,"23,19",田村 和也,動物図鑑出版,2016-04-22,3000,350,"9781234567800",http://localhost:18080/images/my-books/m5K8bX2rQ9h1.jpg
1a2b3c4dabcd,アルパカのふわふわ冒険,小さな村に住むアルパカのアリスは、毎日同じ草原で過ごすことに退屈を感じていた。ある日、彼女は勇気を出して草原を飛び出し、未知の世界へ冒険に出かける。途中で出会った友達と一緒に、楽しいことや不思議な体験をしながら、アリスは新しい発見をしていく。彼女の冒険は、友情や勇気の大切さを教えてくれる心温まる物語。,"17,13",藤原 結花,青空出版,2020-03-15,1500,250,"9781234567890",NULL
1a2b3c4d5e7g,アルパカの秘密,アルパカ牧場で、次々と起こる不思議な事件。人気のあるアルパカが消えたり、食べ物が盗まれたりしていた。若き探偵のハルは、牧場の住人たちから依頼を受け、真相を解明することに決めた。調査を進める中で、牧場の歴史や住人たちの隠された思いが明らかになり、ハルは思いもよらない真実にたどり着く。,"10,11",長谷川 隆,椿書房,2019-07-22,2000,320,"9781234567891",http://localhost:18080/images/my-books/1a2b3c4d5e7g.jpg
1a2b3c4d5e8h,アルパカの歴史と文化,アルパカは南米のアンデス地方で古くから愛されてきた動物です。本書では、アルパカの起源から現在に至るまでの歴史を詳しく解説。先住民による飼育や、アルパカがもたらした経済的価値、さらには環境への影響などを掘り下げています。また、文化的な視点からも、アルパカがどのように人々の生活に影響を与えてきたのかを探ります。,"16,19",田中 誠,石鹸社,2021-11-10,2500,400,"9781234567892",http://localhost:18080/images/my-books/1a2b3c4d5e8h.jpg
1a2b3c4d5e9i,アルパカ王国の秘宝,アルパカたちが暮らす魔法の王国、パカリンダ。王国の秘宝が悪者に狙われており、アルパカの王子、ルナは仲間たちと共にそれを守るための旅に出る。道中で、さまざまな冒険や試練が待ち受けている。果たしてルナは、王国を救い、秘宝を取り戻すことができるのか？勇気と友情が試される物語。,"13,22","佐藤 陽子,藤本 洋介",夢想社,2022-08-05,1800,300,"9781234567893",http://localhost:18080/images/my-books/1a2b3c4d5e9i.jpg
1a2b3c4d5e0j,アルパカと月の精霊,アルパカのアモールは、月の精霊と特別な絆を持つ。彼はその力を借りて村を守る使命を持っている。しかし、月の精霊が消えた時、村に不安が広がる。アモールは友人たちと共に、精霊を探しに神秘の森へと向かう。道中、彼らは試練や困難に直面しながらも、絆を深めていく。果たして、アモールは村を救えるのか？,"13,22",佐々木 真理,未来出版,2023-01-18,2300,280,"9781234567894",http://localhost:18080/images/my-books/1a2b3c4d5e0j.jpg
1a2b3c4d5e1k,アルパカの最後の晩餐,小さな村で、人気のアルパカが夕食の席で亡くなる事件が発生。村人たちは驚き、恐怖に包まれる。若き新聞記者のナオミは、真相を突き止めるために独自に調査を開始する。彼女は、村の古い伝説やアルパカの持つ特別な意味を紐解きながら、意外な真実に迫っていく。果たして、アルパカの死の真相は何か？,"10,11",山本 光弘,まるか社,2024-06-30,2700,320,"9781234567895",http://localhost:18080/images/my-books/1a2b3c4d5e1k.jpg
1a2b3c4d5e2l,アルパカの消失,ある日、村で人気のアルパカが忽然と姿を消す。村人たちは不安に駆られ、特に子どもたちは悲しみに沈む。優秀な探偵、タケルが依頼を受け、捜査を開始する。彼は、アルパカの行方を追う中で村の隠された秘密に気づく。時間が経つにつれ、真実が徐々に明らかになり、予想外の結末が待ち受けている。,"10,11",高橋 宏,草野出版,2019-12-15,1900,310,"9781234567896",http://localhost:18080/images/my-books/1a2b3c4d5e2l.jpg
1a2b3c4d5e3m,アルパカが訪れた未来,地球が環境危機に瀕している未来、科学者たちはアルパカを遺伝子操作で改良し、特別な生態系を作り出すことに成功する。新たなアルパカたちは、環境を浄化する力を持っている。主人公のユウトは、彼らと共に新たな世界を築くために奮闘するが、予想外の敵が現れ、彼らの存在が脅かされる。果たして、ユウトはアルパカたちを守ることができるのか？,"14,25",小林 直人,未来社,2023-09-12,2400,350,"9781234567897",http://localhost:18080/images/my-books/1a2b3c4d5e3m.jpg
1a2b3c4d5e4n,アルパカとともに,若い女性、エリは故郷のアルパカ牧場で、心を閉ざした日々を送っていた。そんな彼女の前に現れたのは、都会から来た青年、リョウ。彼はアルパカを愛し、その魅力を伝えようとしている。エリは最初は拒絶するが、リョウとの出会いを通じて、アルパカの愛らしさや大切さを再認識し、彼との恋が芽生えていく。果たして、二人の未来はどうなるのか？,"12,25",鈴木 美咲,河童出版,2021-05-20,2100,300,"9781234567898",http://localhost:18080/images/my-books/1a2b3c4d5e4n.jpg
1a2b3c4d5e5o,アルパカの世界,本書はアルパカの生態や特徴、飼育方法について詳しく解説した図鑑です。アルパカの歴史、性格、環境に適した飼育方法や、世界各地でのアルパカの役割についても触れています。美しい写真と共に、アルパカの魅力を余すことなく伝える一冊。子どもから大人まで楽しめる内容です。,"23,19",西田 俊樹,学研出版,2020-02-22,3000,400,"9781234567899",http://localhost:18080/images/my-books/1a2b3c4d5e5o.jpg
BQ4k7mJ4cHq9,イカのいっか,小さなイカのいっかは、友達と遊びたいと願っています。しかし、海の底の不思議な世界には様々な生き物がいて、イカのいっかはなかなか仲間が見つかりません。果たして、いっかは友達を見つけることができるのか？この物語を通じて、友情や勇気の大切さを学びます。,"17,13","小川 真希,坂本 拓也",海風出版,2020-05-15,1200,45,"9781234567890",http://localhost:18080/images/my-books/BQ4k7mJ4cHq9.jpg
t2F8cH9kQ8h5,暗闇の海からの声,突然、海の底から聞こえてきた謎の声。それは、消えたイカたちの声だった。若い海洋研究者のエミは、この声の正体を探ることに決める。彼女は海の奥深くで奇妙な事件に巻き込まれ、真実を解き明かすために奮闘する。果たして、彼女はイカたちを救うことができるのか。,"10,11",藤原 遼平,星潮社,2015-08-10,1500,320,"9780987654321",http://localhost:18080/images/my-books/t2F8cH9kQ8h5.jpg
q4F7xG3hY2b1,イカの歴史：海の中の宝物,イカは古代から人々に愛され、料理や芸術、さらには神話にも登場してきた。この本では、イカの進化とその文化的な役割について詳しく解説する。古代エジプトの壁画や日本の伝説に見られるイカの姿を通して、海の生物としてのイカの影響を探ります。,"16,19",西川 結,蒼海書房,2019-12-04,2500,400,"9784567890123",http://localhost:18080/images/my-books/q4F7xG3hY2b1.jpg
2V5h6D8xC7k0,イカの魔法使い,海の奥深く、イカの魔法使いアクアは、友達のペンギンを救うために冒険の旅に出ます。彼女は様々な海の生物たちと出会い、仲間を増やしながら、邪悪な海の魔女と戦います。アクアの持つ魔法の力が試される中、友情の力が真の勝利へと導いていく。,"13,17",宮崎 陽子,青潮社,2023-03-25,1800,280,"9782345678901",http://localhost:18080/images/my-books/2V5h6D8xC7k0.jpg
G6aH2kJ9qD7e,イカの王国の秘宝,謎の失踪事件が続く中、海の底に広がる「イカの王国」に住む若き王子、カイルは失われた秘宝を探す旅に出る。彼は仲間と共に、神秘的な海の生き物たちと出会い、試練を乗り越えながら、真の宝の意味を見つけ出します。友情と冒険の物語が、彼を待っています。,"13,22",山田 理沙,深海文庫,2017-11-17,2200,350,"9786789012345",http://localhost:18080/images/my-books/G6aH2kJ9qD7e.jpg
H5gX1jK4pY9r,海底の陰謀,海洋学者のリサは、海底で発見されたイカの死体の不審な状況に疑問を持つ。調査を進めるうちに、深い闇に隠された秘密と、国際的な陰謀が絡んでいることが判明する。果たして彼女は、真相を明らかにし、危険な敵から逃げ切ることができるのか。,"10,11",伊藤 翔太,潮流出版,2018-06-02,1900,300,"9789876543210",http://localhost:18080/images/my-books/H5gX1jK4pY9r.jpg
P2dA8gJ3rT6h,イカの目撃者,人気のある海洋ドキュメンタリー番組の撮影中、撮影スタッフの一人が行方不明になる。彼を最後に見たというイカが唯一の目撃者。若い調査員のマイケルは、イカとのコミュニケーションを試みるが、次第に危険な真実が浮かび上がる。,"10,11","大谷 宏,白石 悠斗",海影書房,2022-01-28,2300,380,"9781098765432",http://localhost:18080/images/my-books/P2dA8gJ3rT6h.jpg
f1K9pX7cL3s6,イカの星,近未来、地球の海が急速に汚染されている中、異星からやってきたイカ型のエイリアンたちが現れる。彼らは地球の環境を救うために、科学技術を駆使し、人類に助けを求める。人間とイカのエイリアンの交流を通じて、環境問題への新たな視点が生まれていく。,"14,21",佐々木 真紀,星雲出版,2021-07-13,2000,360,"9783210987654",http://localhost:18080/images/my-books/f1K9pX7cL3s6.jpg
T8hN3sQ1vG5j,海の底の恋,美しい海の底で、イカのエリックと人間のサラは運命的な出会いを果たす。異なる世界に生きる彼らは、お互いの文化を理解し合う中で、深い絆を育んでいく。しかし、二つの種族の間に立ちはだかる壁は厚く、彼らの愛は試練に直面する。,"12,13",中島 祐子,潮音社,2024-09-30,1700,250,"9782109876543",http://localhost:18080/images/my-books/T8hN3sQ1vG5j.jpg
